代號,名稱,九年股息發放率(%),九年平均配息,九年平均毛利率(%),九年平均ROE(%),九年平均EPS(元),九年平均營收成長率(%),九年平均本益比(倍),九年平均現金殖利率,label1y
1101,台泥,100.0,2.25,22.16,9.34,2.91,0.87,15.95,4.85,-1
1102,亞泥,100.0,2.03,17.63,7.2,2.83,2.12,15.11,4.75,-1
1103,嘉泥,88.88888889,0.61,5.01,2.5,0.94,-8.86,21.65,3.0,1
1104,環泥,100.0,1.01,11.38,7.68,1.96,1.95,10.97,4.7,-1
1108,幸福,66.66666667,0.37,10.77,4.05,0.46,1.86,25.0,3.22,-1
1109,信大,100.0,0.62,21.83,8.23,1.27,13.61,15.79,3.09,-1
1110,東泥,100.0,0.13,6.24,1.14,0.16,1.95,121.56,0.67,-1
1201,味全,55.55555556,0.43,30.29,3.4,0.49,-1.54,45.31,1.94,-1
1203,味王,100.0,0.97,27.16,9.54,1.44,0.38,22.95,2.93,-1
1210,大成,100.0,1.53,11.83,10.21,2.6,0.02,20.08,2.93,-1
1213,大飲,11.11111111,0.0,10.2,-1.18,-0.11,-5.52,-74.18,0.0,-1
1215,卜蜂,100.0,2.46,13.0,16.1,3.81,2.69,21.13,3.06,-1
1216,統一,100.0,2.4,32.66,17.33,3.26,2.44,20.71,3.56,-1
1217,愛之味,11.11111111,0.0,31.81,0.31,0.04,2.92,256.25,0.0,1
1218,泰山,44.44444444,0.39,16.48,4.36,0.53,-1.5,50.75,1.45,1
1219,福壽,100.0,0.31,7.53,2.37,0.45,1.99,44.89,1.53,-1
1220,台榮,100.0,0.52,11.28,4.95,0.64,-2.45,23.83,3.41,1
1225,福懋油,100.0,0.91,7.81,8.67,1.18,-3.72,42.8,1.8,1
1229,聯華,100.0,1.43,17.18,8.87,2.2,8.28,25.91,2.51,1
1231,聯華食,100.0,1.4,22.49,14.48,2.79,6.25,24.44,2.05,1
1232,大統益,100.0,4.73,9.51,24.17,5.51,-0.09,29.22,2.94,1
1233,天仁,100.0,1.87,58.1,12.14,2.01,-0.71,16.79,5.54,-1
1234,黑松,100.0,1.76,27.45,8.83,3.16,4.33,11.17,4.99,-1
1236,宏亞,100.0,0.59,27.83,4.41,0.67,-4.18,31.34,2.81,1
1304,台聚,100.0,0.57,11.54,6.92,1.11,-1.29,28.69,1.79,1
1305,華夏,100.0,0.98,16.1,14.14,1.97,1.26,17.41,2.86,1
1307,三芳,100.0,1.33,24.8,9.5,1.94,-1.67,10.57,6.49,-1
1308,亞聚,100.0,0.57,11.64,6.47,1.21,-0.43,31.2,1.51,1
1309,台達化,33.33333333,0.28,6.25,5.82,0.83,-1.01,40.78,0.83,-1
1310,台苯,77.77777778,0.98,7.85,8.38,1.3,-6.73,13.35,5.65,-1
1313,聯成化,100.0,0.51,5.15,4.21,0.7,3.82,30.21,2.41,1
1314,中石化,33.33333333,0.14,3.51,1.93,0.48,-7.5,26.46,1.1,1
1316,上曜,22.22222222,0.46,20.4,-2.91,-0.29,27.69,-70.0,2.27,1
1319,東陽,100.0,1.34,23.07,8.08,2.68,-0.07,12.39,4.04,-1
1321,大洋,11.11111111,0.11,6.25,0.08,0.22,-1.25,158.86,0.31,-1
1323,永裕,100.0,1.46,24.75,16.42,2.91,2.11,12.03,4.17,-1
1324,地球,100.0,0.44,17.45,3.65,0.48,-4.06,22.81,4.02,1
1325,恆大,100.0,1.8,19.33,11.25,3.22,42.85,14.91,3.75,-1
1326,台化,100.0,3.66,10.09,9.0,5.07,-3.92,15.64,4.62,-1
1402,遠東新,100.0,1.27,20.56,6.12,1.79,-1.19,15.81,4.49,-1
1409,新纖,100.0,0.51,14.31,4.61,0.88,-2.89,22.33,2.6,1
1410,南染,100.0,1.18,35.07,8.21,1.27,-4.59,29.33,3.17,-1
1414,東和紡,100.0,0.28,6.92,1.76,0.25,-5.71,70.8,1.58,1
1416,廣豐,88.88888889,1.17,-22.06,5.58,1.05,29.22,10.57,10.54,-1
1417,嘉裕,44.44444444,0.17,22.47,-2.97,-0.38,-7.6,-37.11,1.21,1
1418,東華,0.0,0.0,-30.67,-45.3,-2.94,-25.81,-3.83,0.0,1
1419,新光紡,100.0,0.96,24.59,4.06,1.11,8.85,39.37,2.2,-1
1423,利華,22.22222222,0.21,-5.82,1.02,0.22,-16.37,90.0,1.06,1
1435,中福,0.0,0.0,90.08,-0.41,-0.03,-3.71,-933.33,0.0,1
1437,勤益,55.55555556,0.37,44.36,2.56,1.07,-11.69,23.69,1.46,-1
1439,中和,66.66666667,0.83,2.7,3.19,0.8,-16.57,29.44,3.52,-1
1440,南紡,100.0,0.3,10.13,2.95,0.48,-2.89,48.13,1.3,1
1441,大東,22.22222222,0.06,0.06,-7.82,-0.35,-1.99,-26.57,0.65,-1
1443,立益,0.0,0.0,6.88,-26.93,-1.23,-14.43,-13.7,0.0,1
1444,力麗,66.66666667,0.28,6.74,1.84,0.27,-4.16,40.93,2.53,-1
1445,大宇,100.0,0.3,7.05,0.84,0.13,-9.17,120.38,1.92,1
1446,宏和,100.0,0.3,18.69,-0.48,-0.06,-4.17,-561.67,0.89,-1
1447,力鵬,44.44444444,0.02,3.36,0.85,0.1,-5.9,100.5,0.2,1
1449,佳和,0.0,0.0,4.61,-21.53,-0.97,-8.67,-15.41,0.0,-1
1451,年興,88.88888889,1.36,8.2,4.14,1.03,-6.03,19.81,6.67,1
1452,宏益纖,100.0,1.13,13.13,7.88,1.39,-5.57,17.05,4.77,1
1453,大將,55.55555556,0.0,-1.88,4.29,0.55,56.06,15.96,0.0,-1
1454,台富,100.0,0.28,8.24,1.89,0.23,-7.4,48.7,2.5,1
1455,集盛,88.88888889,0.2,2.7,1.12,0.14,-8.2,120.71,1.18,1
1456,怡華,0.0,0.0,11.4,-27.98,-0.37,1.81,-57.03,0.0,1
1457,宜進實,88.88888889,0.54,7.67,6.35,1.29,-7.12,13.91,3.01,1
1459,聯發,55.55555556,0.14,1.83,-1.77,-0.16,-7.95,-82.81,1.06,1
1460,宏遠興,66.66666667,0.23,16.86,3.18,0.36,0.03,26.25,2.43,-1
1463,強盛,88.88888889,1.13,24.32,9.41,1.26,19.94,11.75,7.64,1
1465,偉全,100.0,0.72,11.65,1.68,0.89,-16.31,13.71,5.9,-1
1466,聚隆,33.33333333,0.22,7.11,0.02,0.03,-7.99,506.67,1.45,-1
1467,南緯,44.44444444,0.2,19.02,0.17,0.23,1.9,60.22,1.44,-1
1468,昶和纖,11.11111111,0.02,9.89,-3.72,-0.29,0.44,-45.52,0.15,-1
1470,大統新創,88.88888889,0.46,19.73,4.95,0.54,-1.85,33.33,2.56,-1
1471,首利,11.11111111,0.0,-1.23,-11.14,-1.06,-15.76,-6.98,0.0,1
1472,三洋紡,11.11111111,0.01,2.17,-23.64,-1.64,-14.26,-19.6,0.03,1
1473,台南,100.0,1.02,16.43,-1.02,0.58,-6.0,30.78,5.71,-1
1474,弘裕,88.88888889,0.34,10.29,3.67,0.55,-3.48,27.09,2.28,1
1503,士電,100.0,1.4,19.14,6.18,2.52,2.68,21.11,2.63,-1
1504,東元,100.0,0.98,24.35,7.2,1.74,0.0,17.39,3.24,-1
1506,正道,0.0,0.0,10.98,-10.61,-0.73,-6.15,-18.15,0.0,1
1512,瑞利,11.11111111,0.06,9.2,-30.22,-1.11,-11.43,-3.33,1.62,-1
1513,中興電,100.0,1.16,17.98,8.44,1.57,5.8,28.63,2.58,-1
1514,亞力,100.0,0.54,14.58,5.62,0.8,3.95,29.19,2.31,-1
1515,力山,77.77777778,1.26,20.83,11.05,2.09,19.45,30.1,2.0,-1
1517,利奇,100.0,0.38,13.64,4.55,0.6,0.43,45.75,1.38,1
1519,華城,100.0,0.62,15.65,6.7,0.83,6.57,42.17,1.77,-1
1521,大億,100.0,4.0,16.43,20.35,4.73,1.95,8.84,9.57,-1
1522,堤維西,77.77777778,1.04,20.61,8.48,1.56,3.91,12.28,5.43,-1
1524,耿鼎,55.55555556,0.23,17.03,1.99,0.24,-5.08,41.67,2.3,-1
1525,江申,100.0,1.86,10.39,11.54,5.42,-1.98,10.94,3.14,-1
1526,日馳,66.66666667,0.64,23.5,11.97,1.67,8.18,29.1,1.32,-1
1527,鑽全,100.0,2.71,28.06,19.27,4.42,3.31,9.49,6.46,-1
1528,恩德,100.0,0.31,27.12,0.19,0.06,-0.03,180.83,2.86,1
1529,樂士,33.33333333,0.13,-14.99,-12.66,-0.05,50.64,-431.0,0.6,1
1530,亞崴,100.0,1.59,20.4,9.7,2.59,0.46,12.86,4.77,-1
1531,高林股,100.0,0.66,20.11,3.53,0.78,-8.81,19.55,4.33,1
1532,勤美,100.0,1.72,24.05,9.15,2.88,0.92,11.18,5.34,-1
1535,中宇,100.0,2.4,8.11,11.83,3.01,2.61,13.09,6.09,1
1537,廣隆,100.0,8.06,21.8,24.59,9.95,4.93,13.92,5.82,-1
1538,正峰新,11.11111111,0.06,14.54,-24.13,-1.51,-12.44,-7.42,0.54,1
1539,巨庭,66.66666667,0.77,11.21,10.22,1.84,8.12,11.33,3.69,1
1541,錩泰,66.66666667,1.52,17.1,14.3,2.27,15.87,19.03,3.52,-1
1558,伸興,100.0,9.14,25.65,19.2,12.83,4.69,11.22,6.35,-1
1560,中砂,100.0,3.36,30.33,14.66,4.11,3.52,21.8,3.75,1
1565,精華,100.0,21.76,38.76,31.95,28.42,5.03,10.73,7.13,-1
1569,濱川,66.66666667,0.36,14.09,2.99,0.69,6.1,36.38,1.43,-1
1570,力肯,66.66666667,0.47,23.24,11.14,1.27,7.52,19.02,1.95,1
1580,新麥,100.0,7.2,40.38,27.37,9.97,1.64,10.48,6.89,1
1582,信錦,100.0,4.77,23.7,15.79,5.94,1.7,11.52,6.97,-1
1583,程泰,100.0,2.45,24.97,11.62,4.36,-0.8,14.11,3.98,-1
1584,精剛,11.11111111,0.0,3.08,-5.51,-0.77,0.84,-22.73,0.0,1
1603,華電,66.66666667,0.39,12.15,5.69,1.45,-4.05,18.34,1.47,-1
1604,聲寶,100.0,1.15,20.26,10.07,1.63,-1.99,18.07,3.9,1
1608,華榮,55.55555556,0.39,2.4,2.51,0.46,-7.07,46.52,1.82,1
1609,大亞,66.66666667,0.19,6.34,3.68,0.4,-1.12,60.25,0.79,1
1611,中電,55.55555556,0.32,22.62,0.06,0.0,-11.08,0.0,1.88,1
1612,宏泰,100.0,0.51,6.36,3.6,0.54,-1.59,46.48,2.03,1
1614,三洋電,100.0,0.86,19.94,5.03,0.98,-1.08,37.09,2.37,-1
1615,大山,100.0,0.72,9.27,8.22,1.19,-1.39,26.89,2.25,1
1616,億泰,11.11111111,0.0,4.02,-0.82,-0.07,-6.55,-182.14,0.0,1
1617,榮星,77.77777778,0.39,10.73,4.48,0.53,-5.13,33.96,2.17,1
1618,合機,88.88888889,0.28,6.81,1.93,0.35,0.13,40.71,1.96,1
1702,南僑,100.0,2.21,33.7,17.86,3.81,5.48,12.87,4.51,-1
1707,葡萄王,100.0,5.79,85.14,33.43,8.32,10.91,19.65,3.54,-1
1709,和益,100.0,0.88,14.03,6.85,1.02,-4.14,22.21,3.89,1
1710,東聯,88.88888889,0.88,9.31,2.9,0.55,5.33,40.73,3.93,1
1711,永光,100.0,0.46,22.36,5.97,0.88,1.02,29.72,1.76,1
1712,興農,100.0,0.99,26.55,9.3,1.47,3.5,18.98,3.55,1
1713,國化,100.0,0.54,15.3,3.88,0.58,-1.51,41.38,2.25,1
1717,長興,100.0,1.29,19.65,10.1,1.95,0.37,18.69,3.54,-1
1718,中纖,44.44444444,0.04,31.52,6.7,0.5,-0.17,20.1,0.4,-1
1720,生達,100.0,1.56,43.33,10.14,2.05,3.13,19.44,3.91,-1
1721,三晃,33.33333333,0.16,9.97,5.21,0.52,-6.14,55.0,0.56,1
1722,台肥,100.0,2.21,19.63,4.27,2.23,-5.13,30.76,3.22,1
1723,中碳,100.0,5.63,27.18,21.41,6.41,-3.27,17.94,4.9,-1
1725,元禎,88.88888889,0.67,4.34,5.38,0.87,-4.64,41.38,1.86,1
1726,永記,100.0,3.67,26.49,11.4,5.47,0.33,13.44,4.99,-1
1727,中華化,88.88888889,0.43,13.48,6.23,0.66,-1.03,79.09,0.82,1
1730,花仙子,100.0,2.56,45.0,17.24,3.58,11.46,17.74,4.03,-1
1731,美吾華,100.0,0.59,46.69,5.16,0.68,-6.76,27.87,3.11,1
1732,毛寶,11.11111111,0.06,42.04,0.59,0.07,-0.62,474.29,0.18,1
1733,五鼎,100.0,2.07,28.65,10.88,2.06,1.02,11.87,8.47,-1
1734,杏輝,100.0,0.36,37.73,-0.28,0.47,3.49,61.38,1.25,-1
1737,台鹽,100.0,1.17,38.61,4.71,1.39,3.58,23.88,3.52,-1
1742,台蠟,11.11111111,0.02,4.96,-6.91,-0.71,4.09,-28.38,0.1,-1
1752,南光,100.0,1.13,33.91,7.55,1.47,9.33,24.56,3.13,-1
1773,勝一,100.0,3.39,22.74,17.93,5.04,1.71,28.17,2.39,1
1777,生泰,100.0,2.87,33.28,13.91,4.33,10.87,15.24,4.35,-1
1781,合世,22.22222222,0.07,11.37,-0.62,-0.11,7.76,-147.27,0.43,-1
1784,訊聯,77.77777778,0.43,54.76,1.09,0.48,3.93,86.88,1.03,-1
1785,光洋科,66.66666667,0.65,6.68,3.72,0.64,-1.88,78.13,1.3,-1
1788,杏昌,100.0,5.44,22.11,14.64,6.64,5.5,20.93,3.91,1
1802,台玻,55.55555556,0.17,10.75,-1.38,-0.25,1.81,-106.2,0.64,1
1806,冠軍,11.11111111,0.01,27.3,-3.44,-0.53,-6.2,-21.6,0.09,1
1809,中釉,100.0,0.27,20.23,0.95,0.29,-7.7,49.66,1.88,1
1813,寶利徠,88.88888889,1.22,23.02,6.85,1.47,1.43,12.24,6.78,-1
1815,富喬,66.66666667,0.26,18.0,1.67,0.29,-1.98,56.9,1.58,1
1904,正隆,100.0,0.83,18.89,7.69,1.69,-0.9,20.03,2.45,-1
1905,華紙,55.55555556,0.21,7.37,0.49,0.08,36.86,292.5,0.9,1
1906,寶隆,66.66666667,0.45,11.48,5.99,1.71,33.92,11.7,2.25,1
1907,永豐餘,88.88888889,0.54,16.76,4.22,0.9,3.68,38.78,1.55,1
1909,榮成,100.0,0.86,17.01,7.05,1.38,6.96,17.79,3.5,1
2002,中鋼,100.0,0.78,9.45,4.64,0.85,-1.82,40.12,2.29,1
2008,高興昌,0.0,0.0,-5.42,8.26,0.78,-13.46,25.58,0.0,1
2010,春源,100.0,0.6,6.37,4.02,0.69,-2.77,32.39,2.68,1
2012,春雨,88.88888889,0.68,16.06,6.73,0.76,-1.19,39.61,2.26,1
2013,中鋼構,100.0,1.05,3.2,6.24,1.43,-2.53,38.67,1.9,1
2015,豐興鋼,100.0,3.06,11.79,12.21,3.59,-2.54,21.98,3.88,1
2020,美亞鋼,88.88888889,0.96,11.26,7.0,0.97,-3.55,32.94,3.0,1
2022,聚亨,11.11111111,0.06,5.28,-4.52,-0.54,-0.95,-25.74,0.43,1
2023,燁輝,55.55555556,0.12,7.46,0.4,0.23,-0.76,103.91,0.5,1
2024,志聯,77.77777778,0.41,10.35,3.97,0.5,-4.65,39.8,2.06,1
2025,千興,0.0,0.0,-6.62,-18.37,-0.76,-12.32,-6.97,0.0,1
2027,大成鋼,100.0,0.89,15.63,6.65,1.3,5.96,35.54,1.93,1
2030,彰源,66.66666667,0.42,9.35,4.62,0.63,-4.81,48.73,1.37,1
2031,新光鋼,100.0,1.21,5.36,6.52,1.36,4.19,42.13,2.11,1
2032,新鋼,88.88888889,0.3,4.6,2.5,0.32,-4.1,72.97,1.28,1
2033,佳大,66.66666667,0.21,11.42,1.56,0.19,-3.49,90.53,1.22,1
2034,允強,100.0,1.51,8.72,9.21,1.72,-7.39,18.4,4.77,1
2035,唐榮,0.0,0.0,-1.33,-6.27,-1.07,-6.19,-33.69,0.0,-1
2038,海光,33.33333333,0.03,0.86,-1.42,-0.33,-3.89,-104.7,0.09,1
2049,上銀科,100.0,2.96,35.4,13.65,8.5,5.67,33.24,1.05,-1
2059,川湖,100.0,7.71,53.84,19.82,15.41,7.6,31.8,1.57,1
2062,橋椿,100.0,1.13,18.57,8.06,2.42,3.83,11.28,4.14,-1
2102,泰豐,66.66666667,0.09,17.83,-0.72,-0.07,-6.69,-397.14,0.32,1
2104,中橡,100.0,1.33,21.87,7.26,2.54,-2.06,10.08,5.2,-1
2105,正新,100.0,2.07,25.69,13.92,3.34,-2.24,10.19,6.08,-1
2107,厚生,100.0,1.29,40.63,9.73,2.3,7.02,9.91,5.66,-1
2108,南帝,100.0,1.45,22.26,14.74,2.41,3.66,35.06,1.72,1
2109,華豐,44.44444444,0.21,20.98,3.49,0.12,-4.15,137.5,1.27,1
2114,鑫永銓,100.0,5.0,35.7,20.05,6.35,-1.4,18.9,4.17,1
2201,裕隆,88.88888889,0.65,16.75,0.03,-0.25,1.37,-165.8,1.57,-1
2206,三陽,77.77777778,0.76,15.82,5.44,1.07,1.66,24.49,2.9,-1
2207,和泰車,100.0,12.34,14.18,23.2,18.44,6.61,33.19,2.02,-1
2221,大甲,100.0,1.04,22.24,10.23,1.62,3.72,26.33,2.44,1
2227,裕日車,100.0,19.53,15.44,27.13,19.96,-0.68,12.47,7.84,-1
2231,為升,100.0,6.53,48.02,29.41,8.41,14.62,21.58,3.6,-1
2302,麗正,44.44444444,0.08,27.28,0.54,0.06,1.49,288.33,0.46,-1
2303,聯電,100.0,0.69,18.96,4.54,1.0,4.93,68.3,1.01,1
2305,全友,0.0,0.0,35.0,5.1,0.46,-3.51,19.09,0.0,-1
2308,台達電,100.0,5.39,27.18,16.46,7.8,5.72,33.53,2.06,1
2312,金寶,77.77777778,0.21,6.38,1.46,0.19,23.93,69.47,1.59,-1
2313,華通,100.0,0.88,14.97,12.23,2.21,11.31,18.64,2.14,-1
2314,台揚,33.33333333,0.06,13.32,-8.33,-0.67,-4.2,-116.72,0.08,1
2316,楠梓電,77.77777778,1.11,8.58,10.22,2.71,-4.57,10.74,3.81,-1
2317,鴻海,100.0,3.31,6.73,12.4,8.31,5.13,12.64,3.15,1
2321,東訊,11.11111111,0.09,10.45,-11.55,-0.54,-19.79,-11.8,1.41,-1
2323,中環,22.22222222,0.1,6.44,-4.7,-0.53,-9.09,-16.98,1.11,-1
2324,仁寶,100.0,1.29,3.79,7.0,1.63,5.07,14.29,5.54,1
2327,國巨,88.88888889,10.21,32.22,20.82,17.35,21.18,27.23,2.16,-1
2328,廣宇,100.0,0.61,9.17,6.84,1.27,4.42,29.92,1.61,1
2329,華泰電,11.11111111,0.02,8.81,3.37,0.21,4.33,123.1,0.08,1
2330,台積電,100.0,5.89,49.05,25.02,12.07,13.85,50.37,0.97,1
2331,精英,66.66666667,1.29,10.07,3.51,0.76,-9.95,30.72,5.52,-1
2332,友訊,77.77777778,0.34,27.61,-0.36,-0.11,-7.92,-165.45,1.87,-1
2338,光罩,77.77777778,0.57,16.96,2.79,0.69,12.4,158.7,0.52,1
2340,光磊,100.0,0.91,26.97,7.8,1.2,-2.88,49.0,1.55,1
2344,華邦電,66.66666667,0.33,27.84,5.41,0.68,6.8,47.94,1.01,-1
2347,聯強,100.0,2.3,3.76,12.92,3.52,0.97,16.93,3.86,1
2348,海悅,55.55555556,2.14,39.61,-204.2,-1.51,89.22,-68.87,2.06,1
2349,錸德,11.11111111,0.03,3.05,-12.47,-1.22,-12.14,-7.52,0.33,-1
2352,佳世達,77.77777778,0.77,11.83,8.17,1.44,5.35,20.8,2.57,1
2353,宏碁,66.66666667,0.53,9.7,-1.66,-0.51,-5.22,-59.12,1.76,1
2354,鴻準,100.0,2.49,12.37,9.96,6.36,1.78,10.13,3.87,1
2355,敬鵬,100.0,1.89,12.97,9.0,3.33,0.15,10.81,5.25,-1
2356,英業達,100.0,1.48,4.98,8.5,1.7,3.52,15.09,5.77,-1
2357,華碩,100.0,17.52,14.46,12.18,23.58,1.35,15.5,4.79,1
2358,廷鑫,22.22222222,0.03,2.54,-8.95,-0.68,18.36,-31.62,0.14,1
2360,致茂,100.0,3.22,42.54,15.22,4.41,2.37,41.27,1.77,-1
2364,倫飛,0.0,0.0,20.91,-24.17,-0.91,-6.62,-22.09,0.0,1
2365,昆盈,88.88888889,0.24,21.65,1.44,0.2,-15.23,55.0,2.18,-1
2368,金像,11.11111111,0.17,11.94,0.52,0.09,4.25,812.22,0.23,1
2369,菱生,77.77777778,0.38,9.06,0.28,0.09,-1.38,300.0,1.41,1
2371,大同,0.0,0.0,9.31,-17.65,-0.93,-14.34,-37.2,0.0,1
2373,震旦行,100.0,4.42,43.27,17.76,4.96,0.41,18.21,4.89,-1
2374,佳能,88.88888889,0.98,11.65,1.85,0.4,-23.41,59.63,4.11,1
2375,凱美,66.66666667,1.08,17.96,11.86,3.6,11.92,32.36,0.93,1
2376,技嘉,100.0,3.0,17.03,10.5,3.9,7.75,36.15,2.13,1
2380,虹光,11.11111111,0.03,24.69,-14.05,-1.57,-5.96,-8.76,0.22,1
2382,廣達,100.0,3.88,4.64,13.48,4.74,0.14,18.52,4.42,-1
2385,群光,100.0,4.62,16.39,18.58,6.28,5.25,12.91,5.7,-1
2387,精元,100.0,0.65,12.85,5.36,1.61,7.8,28.85,1.4,-1
2388,威盛,11.11111111,0.09,29.85,-4.34,-0.22,3.82,-410.91,0.1,1
2390,云辰,33.33333333,0.08,19.94,-0.9,-0.1,-3.66,-211.0,0.38,1
2392,正崴,100.0,2.17,10.34,5.4,3.15,1.97,12.11,5.69,-1
2395,研華,100.0,6.3,39.83,22.51,8.45,7.77,44.26,1.68,1
2397,友通,100.0,3.41,30.79,12.66,3.64,19.41,16.46,5.69,-1
2399,映泰,44.44444444,0.26,10.52,0.54,0.01,-11.36,2380.0,1.09,1
2401,凌陽,77.77777778,0.43,41.26,2.82,0.24,-2.44,171.88,1.04,1
2402,毅嘉,66.66666667,0.52,9.76,2.98,0.62,-4.96,26.85,3.12,-1
2404,漢唐,100.0,6.97,16.12,25.11,8.04,17.65,22.01,3.94,-1
2405,浩鑫,33.33333333,0.15,17.55,-0.12,0.0,-12.09,0.0,1.19,1
2408,南亞科,77.77777778,2.19,24.79,12.01,6.5,9.77,12.12,2.78,-1
2409,友達,77.77777778,0.43,8.32,-0.3,0.02,-3.41,1042.5,2.06,1
2412,中華電,100.0,4.81,35.21,10.41,4.89,-0.55,23.21,4.24,-1
2413,環科,11.11111111,0.06,15.57,-2.5,-0.32,2.92,-69.53,0.27,-1
2414,精技,100.0,1.34,8.92,8.59,1.54,3.8,25.42,3.42,1
2415,錩新,100.0,0.85,23.97,6.52,1.37,1.25,34.27,1.81,1
2417,圓剛,100.0,0.34,46.88,2.01,0.3,6.74,84.33,1.34,-1
2419,仲琦,100.0,0.94,22.46,8.75,1.08,7.06,22.31,3.9,-1
2420,新巨,100.0,2.65,36.61,17.9,3.29,-3.77,14.15,5.69,1
2421,建準,100.0,1.71,21.68,12.93,2.08,5.92,20.1,4.09,-1
2423,固緯,100.0,1.02,48.29,10.61,1.62,2.1,17.41,3.62,1
2425,承啟,88.88888888888889,0.43,6.02,11.03,1.56,25.38,17.53,1.57,-1
2427,三商電,77.77777777777779,0.21,28.44,2.56,0.31,5.03,35.65,1.9,-1
2428,興勤,100.0,3.26,32.67,16.63,6.71,3.73,22.88,2.12,-1
2429,銘旺科,0.0,0.0,5.43,-11.61,-1.1,10.2,-23.09,0.0,1
2430,燦坤,100.0,1.38,15.46,7.97,2.1,-4.33,19.9,3.3,1
2431,聯昌,44.44444444444444,0.16,10.06,0.12,0.03,2.91,435.0,1.23,-1
2433,互盛電,100.0,3.34,37.3,13.5,3.82,9.4,13.43,6.51,-1
2434,統懋,11.11111111111111,0.05,-33.85,-23.12,-1.33,-14.32,-30.08,0.13,1
2436,偉詮,100.0,0.79,23.74,6.36,0.93,2.95,106.45,0.8,1
2438,翔耀,11.11111111111111,0.03,15.91,-3.82,-0.62,104.65,-22.02,0.22,1
2440,太空梭,11.11111111111111,0.07,7.26,-0.23,-0.04,3.59,-413.75,0.42,1
2441,超豐,100.0,2.61,25.53,14.61,3.68,6.32,21.14,3.35,1
2443,億麗,11.11111111111111,0.0,-2.1,-20.22,-1.35,-6.61,-2.21,0.0,-1
2444,友旺,44.44444444444444,0.13,13.07,-2.98,-0.22,-0.33,-54.55,1.08,-1
2449,京元電,100.0,1.63,27.75,10.21,2.03,7.67,21.87,3.67,1
2453,凌群,100.0,0.71,22.07,5.33,0.95,4.63,27.74,2.69,1
2454,聯發科,100.0,14.78,41.43,11.53,18.3,17.54,57.92,1.39,1
2455,全新,100.0,2.36,36.79,15.22,2.24,2.75,65.85,1.6,1
2457,飛宏,33.33333333333333,0.22,13.2,-1.46,-0.22,-4.43,-164.55,0.61,1
2458,義隆電,100.0,4.1,44.41,20.46,4.49,13.72,36.08,2.53,1
2459,敦吉,100.0,2.6,12.46,9.85,3.66,-7.69,15.98,4.44,1
2460,建通,22.22222222222222,0.05,11.13,-0.75,-0.09,-2.57,-300.56,0.18,1
2461,光群雷,88.88888888888889,0.53,23.91,4.72,0.83,6.31,27.53,2.32,1
2462,良得,88.88888888888889,0.87,12.03,7.01,1.34,-0.66,20.93,3.1,-1
2464,盟立,100.0,1.89,17.59,13.98,2.64,7.37,15.89,4.51,-1
2465,麗台,11.11111111111111,0.0,13.68,-13.59,-0.76,7.6,-97.76,0.0,1
2466,冠西電,11.11111111111111,0.0,9.65,-2.73,-0.29,0.9,-124.83,0.0,-1
2467,志聖,88.88888888888889,1.53,31.58,8.9,1.64,0.46,30.91,3.02,1
2468,華經,100.0,0.41,12.03,3.47,0.55,4.0,23.82,3.13,-1
2471,資通,100.0,1.24,35.39,8.84,1.39,0.09,18.09,4.93,-1
2472,立隆,100.0,2.05,23.57,12.17,3.28,3.28,20.79,3.01,-1
2474,可成,100.0,9.21,39.89,17.83,24.95,11.01,5.99,6.16,-1
2476,鉅祥,100.0,1.37,27.65,8.32,1.85,0.56,34.11,2.17,1
2477,美隆電,88.88888888888889,1.21,20.71,9.89,1.41,-2.69,22.13,3.88,-1
2478,大毅,100.0,1.05,20.47,7.41,2.07,5.78,32.27,1.57,-1
2481,強茂,66.66666666666666,0.57,18.85,2.4,0.71,-2.92,157.04,0.51,1
2482,連宇,22.22222222222222,0.05,40.14,-0.88,-0.1,0.34,-144.0,0.35,1
2483,百容,100.0,1.11,23.54,5.78,1.23,0.0,19.51,4.63,1
2484,希華,88.88888888888889,0.98,19.07,5.67,1.04,1.03,38.75,2.43,1
2485,兆赫,77.77777777777779,0.97,12.39,4.93,1.16,-0.71,18.36,4.55,-1
2486,一詮,33.33333333333333,0.22,10.05,-2.02,-0.27,-0.69,-198.15,0.41,1
2488,漢平,100.0,2.01,23.58,13.08,2.99,4.47,9.11,7.38,-1
2489,瑞軒,66.66666666666666,1.1,10.01,5.15,0.95,-5.4,19.0,6.09,1
2491,吉祥全,11.11111111111111,0.04,14.94,-0.03,0.17,-9.32,127.35,0.18,1
2492,華新科,77.77777777777779,3.79,24.67,15.5,8.57,12.0,20.13,2.2,-1
2493,揚博,100.0,2.33,28.65,13.56,2.64,0.99,14.24,6.2,1
2495,普安,100.0,0.51,46.31,3.5,0.52,-5.93,28.85,3.4,1
2496,卓越,55.55555555555556,2.11,27.2,-15.15,2.67,42.0,18.5,4.27,-1
2497,怡利電,55.55555555555556,0.84,23.99,5.09,0.85,-0.29,83.06,1.19,1
2498,宏達電,33.33333333333333,0.31,16.59,-7.91,-3.98,-36.48,-21.41,0.36,1
2501,國建,88.88888888888889,1.09,29.43,8.89,1.57,11.48,12.39,5.6,-1
2504,國產,77.77777777777779,0.36,6.33,0.17,0.35,-1.83,76.86,1.34,1
2505,國揚,88.88888888888889,0.51,28.62,12.78,1.65,172.42,14.33,2.16,-1
